locus_tag	ftype	length_bp	gene	EC_number	COG	product
EHGHJBNO_01461	CDS	831	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
EHGHJBNO_01462	CDS	873	melD_2		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
EHGHJBNO_01463	CDS	1236	msmE		COG1653	Multiple sugar-binding protein
EHGHJBNO_01464	CDS	2175	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
EHGHJBNO_01465	CDS	840	araC			Arabinose operon regulatory protein
EHGHJBNO_01466	CDS	1161	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
EHGHJBNO_01467	CDS	1092	metI	2.5.1.-	COG0626	Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase
EHGHJBNO_01468	CDS	267				hypothetical protein
EHGHJBNO_01469	CDS	255				hypothetical protein
EHGHJBNO_01470	CDS	252				hypothetical protein
EHGHJBNO_01471	CDS	750	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
EHGHJBNO_01472	CDS	273				hypothetical protein
EHGHJBNO_01473	CDS	612	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
EHGHJBNO_01474	CDS	411				hypothetical protein
EHGHJBNO_01475	CDS	600				hypothetical protein
EHGHJBNO_01476	CDS	279	sdpR		COG0640	Transcriptional repressor SdpR
EHGHJBNO_01477	CDS	1581	cshA	3.6.4.13	COG0513	ATP-dependent RNA helicase CshA
EHGHJBNO_01478	CDS	594				hypothetical protein
EHGHJBNO_01479	CDS	384				hypothetical protein
EHGHJBNO_01480	CDS	753				hypothetical protein
EHGHJBNO_01481	CDS	267				hypothetical protein
EHGHJBNO_01482	CDS	1545	prfC			Peptide chain release factor 3
EHGHJBNO_01483	CDS	2337	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
EHGHJBNO_01484	CDS	699				hypothetical protein
EHGHJBNO_01485	CDS	1362	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EHGHJBNO_01486	CDS	669	hrtA	3.6.3.-		Putative hemin import ATP-binding protein HrtA
EHGHJBNO_01487	CDS	1077				hypothetical protein
EHGHJBNO_01488	CDS	381				hypothetical protein
EHGHJBNO_01489	CDS	1047	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
EHGHJBNO_01490	CDS	597	recR		COG0353	Recombination protein RecR
EHGHJBNO_01491	CDS	2076	penA		COG0768	Penicillin-binding protein 2B
EHGHJBNO_01492	CDS	1386	expZ		COG0488	Nucleotide-binding protein ExpZ
EHGHJBNO_01493	CDS	804	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
EHGHJBNO_01494	CDS	1350	walK	2.7.13.3		Sensor protein kinase WalK
EHGHJBNO_01495	CDS	705	walR_1		COG0745	Transcriptional regulatory protein WalR
EHGHJBNO_01496	CDS	762	glnQ_4	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
EHGHJBNO_01497	CDS	840	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
EHGHJBNO_01498	CDS	699	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
EHGHJBNO_01499	CDS	660	glnP_2		COG0765	putative glutamine ABC transporter permease protein GlnP
EHGHJBNO_01500	CDS	1950	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EHGHJBNO_01501	CDS	324				hypothetical protein
EHGHJBNO_01502	CDS	375				hypothetical protein
EHGHJBNO_01503	CDS	1314		2.4.1.337	COG0438	Alpha-monoglucosyldiacylglycerol synthase
EHGHJBNO_01504	CDS	999	dgs	2.4.1.208	COG0438	Processive diacylglycerol alpha-glucosyltransferase
EHGHJBNO_01505	CDS	972				hypothetical protein
EHGHJBNO_01506	CDS	744				hypothetical protein
EHGHJBNO_01507	CDS	432				hypothetical protein
EHGHJBNO_01508	CDS	954				hypothetical protein
EHGHJBNO_01509	CDS	1383	rcsC	2.7.13.3		Sensor histidine kinase RcsC
EHGHJBNO_01510	CDS	651	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
EHGHJBNO_01511	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
EHGHJBNO_01512	CDS	1086	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
EHGHJBNO_01513	CDS	3885				hypothetical protein
EHGHJBNO_01514	CDS	5184				hypothetical protein
EHGHJBNO_01515	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
EHGHJBNO_01516	CDS	843				hypothetical protein
EHGHJBNO_01517	CDS	441	yccU		COG1832	putative protein YccU
EHGHJBNO_01518	CDS	756				hypothetical protein
EHGHJBNO_01519	CDS	2637	polA	2.7.7.7		DNA polymerase I
EHGHJBNO_01520	CDS	1308				hypothetical protein
EHGHJBNO_01521	CDS	3339				hypothetical protein
EHGHJBNO_01522	CDS	702			COG1136	putative ABC transporter ATP-binding protein
EHGHJBNO_01523	CDS	336				hypothetical protein
EHGHJBNO_01524	CDS	1218				hypothetical protein
EHGHJBNO_01525	CDS	861	btuD_7	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGHJBNO_01526	CDS	882				hypothetical protein
EHGHJBNO_01527	CDS	486	tpx	1.11.1.15	COG2077	Thiol peroxidase
EHGHJBNO_01528	CDS	882	hcaR			Hca operon transcriptional activator HcaR
EHGHJBNO_01529	CDS	567		2.3.1.-	COG0110	Putative acetyltransferase
EHGHJBNO_01530	CDS	2457	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
EHGHJBNO_01531	CDS	1881				hypothetical protein
EHGHJBNO_01532	CDS	861	tehB	2.1.1.-		putative S-adenosyl-L-methionine-dependent methyltransferase TehB
EHGHJBNO_01533	CDS	1050		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
EHGHJBNO_01534	CDS	219				hypothetical protein
EHGHJBNO_01535	CDS	468	smpB		COG0691	SsrA-binding protein
EHGHJBNO_01536	CDS	2397	rnr	3.1.13.1	COG0557	Ribonuclease R
EHGHJBNO_01537	CDS	234				hypothetical protein
EHGHJBNO_01538	CDS	1206	sbnD			Staphyloferrin B transporter
EHGHJBNO_01539	CDS	603	coaE	2.7.1.24		Dephospho-CoA kinase
EHGHJBNO_01540	CDS	828	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
EHGHJBNO_01541	CDS	432				hypothetical protein
EHGHJBNO_01542	CDS	900	era		COG1159	GTPase Era
EHGHJBNO_01543	CDS	402	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
EHGHJBNO_01544	CDS	498	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
EHGHJBNO_01545	CDS	813	murR			HTH-type transcriptional regulator MurR
EHGHJBNO_01546	CDS	1509	ptsG_2	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
EHGHJBNO_01547	CDS	702	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EHGHJBNO_01548	CDS	558				hypothetical protein
EHGHJBNO_01549	CDS	696	gph_3	3.1.3.18		Phosphoglycolate phosphatase
EHGHJBNO_01550	CDS	1740	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
EHGHJBNO_01551	CDS	1728	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
EHGHJBNO_01552	tRNA	75				tRNA-Thr(ggt)
EHGHJBNO_01553	CDS	471				hypothetical protein
EHGHJBNO_01554	CDS	2145	feoB		COG0370	Fe(2+) transporter FeoB
EHGHJBNO_01555	CDS	930	ftsX		COG2177	Cell division protein FtsX
EHGHJBNO_01556	CDS	693	ftsE		COG2884	Cell division ATP-binding protein FtsE
EHGHJBNO_01557	CDS	978	prfB			Peptide chain release factor 2
EHGHJBNO_01558	CDS	1137	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
EHGHJBNO_01559	CDS	489				hypothetical protein
EHGHJBNO_01560	CDS	417				hypothetical protein
EHGHJBNO_01561	CDS	390				hypothetical protein
EHGHJBNO_01562	CDS	2685		7.2.2.10		Calcium-transporting ATPase 1
EHGHJBNO_01563	CDS	387				hypothetical protein
EHGHJBNO_01564	CDS	888				hypothetical protein
EHGHJBNO_01565	CDS	1314				hypothetical protein
EHGHJBNO_01566	CDS	810		3.1.3.-		Putative phosphatase
EHGHJBNO_01567	CDS	753	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
EHGHJBNO_01568	CDS	1197	tuf			Elongation factor Tu
EHGHJBNO_01569	CDS	966				hypothetical protein
EHGHJBNO_01570	CDS	384	sigV		COG1595	RNA polymerase sigma factor SigV
EHGHJBNO_01571	CDS	2697	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
EHGHJBNO_01572	CDS	1215	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
EHGHJBNO_01573	CDS	366				hypothetical protein
EHGHJBNO_01574	CDS	504				hypothetical protein
EHGHJBNO_01575	CDS	855				hypothetical protein
EHGHJBNO_01576	CDS	549	thiT		COG3859	Thiamine transporter ThiT
EHGHJBNO_01577	CDS	843				hypothetical protein
EHGHJBNO_01578	CDS	483				hypothetical protein
EHGHJBNO_01579	CDS	627	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
EHGHJBNO_01580	CDS	1491	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
EHGHJBNO_01581	CDS	270				hypothetical protein
EHGHJBNO_01582	CDS	417				hypothetical protein
EHGHJBNO_01583	CDS	1065	luxA	1.14.14.3	COG2141	Alkanal monooxygenase alpha chain
EHGHJBNO_01584	CDS	1248	yknZ		COG0577	putative ABC transporter permease YknZ
EHGHJBNO_01585	CDS	696	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
EHGHJBNO_01586	CDS	1161	yknX		COG0845	Putative efflux system component YknX
EHGHJBNO_01587	CDS	1350	gor	1.8.1.7	COG1249	Glutathione reductase
EHGHJBNO_01588	CDS	738		3.5.2.20	COG1878	Isatin hydrolase
EHGHJBNO_01589	CDS	540	bioY2		COG1268	Biotin transporter BioY2
EHGHJBNO_01590	CDS	216				hypothetical protein
EHGHJBNO_01591	CDS	324				hypothetical protein
EHGHJBNO_01592	CDS	1287				hypothetical protein
EHGHJBNO_01593	CDS	930				hypothetical protein
EHGHJBNO_01594	CDS	315				hypothetical protein
EHGHJBNO_01595	CDS	411	adhR		COG0789	HTH-type transcriptional regulator AdhR
EHGHJBNO_01596	CDS	465				hypothetical protein
EHGHJBNO_01597	CDS	936	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
EHGHJBNO_01598	CDS	1698				hypothetical protein
EHGHJBNO_01599	CDS	348	yybR_2		COG1733	putative HTH-type transcriptional regulator YybR
EHGHJBNO_01600	CDS	594	chrR	1.6.5.2	COG0431	Quinone reductase
EHGHJBNO_01601	CDS	849	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase
EHGHJBNO_01602	CDS	1143	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
EHGHJBNO_01603	CDS	792	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
EHGHJBNO_01604	CDS	1338				hypothetical protein
EHGHJBNO_01605	CDS	780	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
EHGHJBNO_01606	CDS	555				hypothetical protein
EHGHJBNO_01607	CDS	519				hypothetical protein
EHGHJBNO_01608	CDS	819	czcD		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
EHGHJBNO_01609	CDS	645	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
EHGHJBNO_01610	CDS	1461	pncB2	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase pncB2
EHGHJBNO_01611	CDS	825	nadE	6.3.1.5	COG0171	NH(3)-dependent NAD(+) synthetase
EHGHJBNO_01612	CDS	1176	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
EHGHJBNO_01613	CDS	528				hypothetical protein
EHGHJBNO_01614	CDS	1113	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
EHGHJBNO_01615	CDS	642				hypothetical protein
EHGHJBNO_01616	CDS	1050	ylbL		COG3480	putative protein YlbL
EHGHJBNO_01617	CDS	489	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
EHGHJBNO_01618	CDS	540	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
EHGHJBNO_01619	CDS	723				hypothetical protein
EHGHJBNO_01620	CDS	387	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EHGHJBNO_01621	CDS	219	yqgQ		COG4483	putative protein YqgQ
EHGHJBNO_01622	CDS	600	desR		COG2197	Transcriptional regulatory protein DesR
EHGHJBNO_01623	CDS	1095	desK	2.7.13.3	COG4585	Sensor histidine kinase DesK
EHGHJBNO_01624	CDS	732				hypothetical protein
EHGHJBNO_01625	CDS	879	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
EHGHJBNO_01626	CDS	519	dps	1.16.-.-	COG0783	DNA protection during starvation protein
EHGHJBNO_01627	CDS	213				hypothetical protein
EHGHJBNO_01628	CDS	435	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
EHGHJBNO_01629	CDS	423				hypothetical protein
EHGHJBNO_01630	CDS	1800	oatA	2.3.1.-		O-acetyltransferase OatA
EHGHJBNO_01631	CDS	654				hypothetical protein
EHGHJBNO_01632	CDS	558	ribU		COG3601	Riboflavin transporter RibU
EHGHJBNO_01633	CDS	546	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
EHGHJBNO_01634	CDS	1767				hypothetical protein
EHGHJBNO_01635	CDS	732	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
EHGHJBNO_01636	CDS	570	scpB			Segregation and condensation protein B
EHGHJBNO_01637	CDS	720	scpA			Segregation and condensation protein A
EHGHJBNO_01638	CDS	732			COG0582	Tyrosine recombinase XerD-like protein
EHGHJBNO_01639	CDS	459				hypothetical protein
EHGHJBNO_01640	CDS	528				hypothetical protein
EHGHJBNO_01641	CDS	1011		3.6.1.66		dITP/XTP pyrophosphatase
EHGHJBNO_01642	CDS	795	murI	5.1.1.3	COG0796	Glutamate racemase
EHGHJBNO_01643	CDS	237				hypothetical protein
EHGHJBNO_01644	CDS	1248	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
EHGHJBNO_01645	CDS	1332	pepC	3.4.22.40	COG3579	Aminopeptidase C
EHGHJBNO_01646	CDS	702	ybhL		COG0670	Inner membrane protein YbhL
EHGHJBNO_01647	CDS	483				hypothetical protein
EHGHJBNO_01648	CDS	741		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
EHGHJBNO_01649	CDS	282	acyP	3.6.1.7	COG1254	Acylphosphatase
EHGHJBNO_01650	CDS	915	yidC			Membrane protein insertase YidC
EHGHJBNO_01651	CDS	483	greA			Transcription elongation factor GreA
EHGHJBNO_01652	CDS	1818	mltG	4.2.2.-		Endolytic murein transglycosylase
EHGHJBNO_01653	CDS	486				hypothetical protein
EHGHJBNO_01654	CDS	1332	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
EHGHJBNO_01655	CDS	663				hypothetical protein
EHGHJBNO_01656	CDS	3093	rapA	3.6.4.-		RNA polymerase-associated protein RapA
EHGHJBNO_01657	CDS	309				hypothetical protein
EHGHJBNO_01658	CDS	330				hypothetical protein
EHGHJBNO_01659	CDS	1311	der		COG1160	GTPase Der
EHGHJBNO_01660	CDS	714	frp	1.5.1.38		NADPH-flavin oxidoreductase
EHGHJBNO_01661	CDS	900	dnaI		COG1484	Primosomal protein DnaI
EHGHJBNO_01662	CDS	1152				hypothetical protein
EHGHJBNO_01663	CDS	492	nrdR		COG1327	Transcriptional repressor NrdR
EHGHJBNO_01664	CDS	1131				hypothetical protein
EHGHJBNO_01665	CDS	690	arlR_2		COG0745	Response regulator ArlR
EHGHJBNO_01666	CDS	1428	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EHGHJBNO_01667	CDS	540				hypothetical protein
EHGHJBNO_01668	CDS	918	trxB	1.8.1.9		Thioredoxin reductase
EHGHJBNO_01669	CDS	225				hypothetical protein
EHGHJBNO_01670	CDS	1344	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
EHGHJBNO_01671	CDS	999	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
EHGHJBNO_01672	CDS	2250	pbpX		COG0768	Penicillin-binding protein 2x
EHGHJBNO_01673	CDS	324	ftsL			Cell division protein FtsL
EHGHJBNO_01674	CDS	951	rsmH	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
EHGHJBNO_01675	CDS	189				hypothetical protein
EHGHJBNO_01676	CDS	201				hypothetical protein
EHGHJBNO_01677	CDS	1083				hypothetical protein
EHGHJBNO_01678	CDS	342				hypothetical protein
EHGHJBNO_01679	CDS	348				hypothetical protein
EHGHJBNO_01680	CDS	429				hypothetical protein
EHGHJBNO_01681	CDS	957	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
EHGHJBNO_01682	CDS	1011	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
EHGHJBNO_01683	CDS	480				hypothetical protein
EHGHJBNO_01684	CDS	990	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
EHGHJBNO_01685	CDS	1032				hypothetical protein
EHGHJBNO_01686	CDS	849		1.6.99.-	COG1252	NADH dehydrogenase-like protein
EHGHJBNO_01687	CDS	540				hypothetical protein
EHGHJBNO_01688	CDS	1350	ktrB		COG0168	Ktr system potassium uptake protein B
EHGHJBNO_01689	CDS	666	ktrA		COG0569	Ktr system potassium uptake protein A
EHGHJBNO_01690	CDS	1338	mdtK			Multidrug resistance protein MdtK
EHGHJBNO_01691	CDS	384				hypothetical protein
EHGHJBNO_01692	CDS	258				hypothetical protein
EHGHJBNO_01693	CDS	2037	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
EHGHJBNO_01694	CDS	918	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
EHGHJBNO_01695	CDS	396				hypothetical protein
EHGHJBNO_01696	CDS	705				hypothetical protein
EHGHJBNO_01697	CDS	693	metP		COG2011	Methionine import system permease protein MetP
EHGHJBNO_01698	CDS	1065	metN	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
EHGHJBNO_01699	CDS	1368	dapE	3.5.1.18		Succinyl-diaminopimelate desuccinylase
EHGHJBNO_01700	CDS	852	metQ		COG1464	putative D-methionine-binding lipoprotein MetQ
EHGHJBNO_01701	CDS	690		2.4.2.-	COG2071	Putative glutamine amidotransferase
EHGHJBNO_01702	CDS	2250	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EHGHJBNO_01703	CDS	861	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
EHGHJBNO_01704	CDS	105				hypothetical protein
EHGHJBNO_01705	CDS	1461	pbuG		COG2252	Guanine/hypoxanthine permease PbuG
EHGHJBNO_01706	CDS	813	yitU	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU
EHGHJBNO_01707	CDS	993	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
EHGHJBNO_01708	CDS	810	sorA		COG3715	PTS system sorbose-specific EIIC component
EHGHJBNO_01709	CDS	912	manZ_2		COG3716	PTS system mannose-specific EIID component
EHGHJBNO_01710	CDS	372				hypothetical protein
EHGHJBNO_01711	CDS	1275	serS	6.1.1.11		Serine--tRNA ligase
EHGHJBNO_01712	CDS	216				hypothetical protein
EHGHJBNO_01713	CDS	669				hypothetical protein
EHGHJBNO_01714	CDS	462				hypothetical protein
EHGHJBNO_01715	CDS	774	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
EHGHJBNO_01716	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
EHGHJBNO_01717	CDS	1374	accC	6.3.4.14	COG0439	Biotin carboxylase
EHGHJBNO_01718	CDS	423	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
EHGHJBNO_01719	CDS	477	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EHGHJBNO_01720	CDS	1236	fabF	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2
EHGHJBNO_01721	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EHGHJBNO_01722	CDS	921	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
EHGHJBNO_01723	CDS	966		1.6.5.11	COG2070	NADH:quinone reductase
EHGHJBNO_01724	CDS	225	acpA		COG0236	Acyl carrier protein
EHGHJBNO_01725	CDS	978	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
EHGHJBNO_01726	CDS	435				hypothetical protein
EHGHJBNO_01727	CDS	792	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
EHGHJBNO_01728	CDS	642		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
EHGHJBNO_01729	CDS	1356	yclM	2.7.2.4	COG0527	Aspartokinase 3
EHGHJBNO_01730	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
EHGHJBNO_01731	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
EHGHJBNO_01732	CDS	2526	secA_1		COG0653	Protein translocase subunit SecA
EHGHJBNO_01733	CDS	954			COG2826	IS30 family transposase ISSpn8
EHGHJBNO_01734	CDS	3231				hypothetical protein
EHGHJBNO_01735	CDS	882	gmuE	2.7.1.4	COG1940	Putative fructokinase
EHGHJBNO_01736	CDS	1890				hypothetical protein
EHGHJBNO_01737	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
EHGHJBNO_01738	CDS	966	rbsR_2		COG1609	Ribose operon repressor
EHGHJBNO_01739	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
EHGHJBNO_01740	CDS	393				putative protein
EHGHJBNO_01741	CDS	558	efp			Elongation factor P
EHGHJBNO_01742	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
EHGHJBNO_01743	CDS	2826	uvrA			UvrABC system protein A
EHGHJBNO_01744	CDS	945	corA		COG0598	Magnesium transport protein CorA
EHGHJBNO_01745	CDS	657				hypothetical protein
EHGHJBNO_01746	CDS	432				hypothetical protein
EHGHJBNO_01747	CDS	240	rpsR		COG0238	30S ribosomal protein S18
EHGHJBNO_01748	CDS	495	ssb_3		COG0629	Single-stranded DNA-binding protein
EHGHJBNO_01749	CDS	291	rpsF		COG0360	30S ribosomal protein S6
EHGHJBNO_01750	CDS	990	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
EHGHJBNO_01751	CDS	1161				hypothetical protein
EHGHJBNO_01752	CDS	1440	bglH_1	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
EHGHJBNO_01753	CDS	603	gpm2	3.1.3.2	COG0406	Acid phosphatase
EHGHJBNO_01754	CDS	600	cobC	3.1.3.73	COG0406	Adenosylcobalamin/alpha-ribazole phosphatase
EHGHJBNO_01755	CDS	1479	bglH_2	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
EHGHJBNO_01756	CDS	1485	bglH_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
EHGHJBNO_01757	CDS	915	rhaR			HTH-type transcriptional activator RhaR
EHGHJBNO_01758	CDS	330				hypothetical protein
EHGHJBNO_01759	CDS	474				IS200/IS605 family transposase ISDha13
EHGHJBNO_01760	CDS	1911	bglF		COG1263	PTS system beta-glucoside-specific EIIBCA component
EHGHJBNO_01761	CDS	834	licT_2		COG3711	Transcription antiterminator LicT
EHGHJBNO_01762	CDS	240			COG4095	Sugar transporter SemiSWEET
EHGHJBNO_01763	CDS	861				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
EHGHJBNO_01764	CDS	915	bglK_1	2.7.1.85	COG1940	Beta-glucoside kinase
EHGHJBNO_01765	CDS	345	licA		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
EHGHJBNO_01766	CDS	303	chbB	2.7.1.196	COG1440	PTS system N,N'-diacetylchitobiose-specific EIIB component
EHGHJBNO_01767	CDS	1290	licC_2		COG1455	Lichenan permease IIC component
EHGHJBNO_01768	CDS	1509				hypothetical protein
EHGHJBNO_01769	CDS	1485	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
EHGHJBNO_01770	CDS	2616	dgaR			Transcriptional regulatory protein DagR
EHGHJBNO_01771	CDS	1761	sthA	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
EHGHJBNO_01772	CDS	1389	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
EHGHJBNO_01773	CDS	996	bfmBAB	1.2.4.4	COG0022	2-oxoisovalerate dehydrogenase subunit beta
EHGHJBNO_01774	CDS	969	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
EHGHJBNO_01775	CDS	660				hypothetical protein
EHGHJBNO_01776	CDS	1155				hypothetical protein
EHGHJBNO_01777	CDS	678				hypothetical protein
EHGHJBNO_01778	CDS	354	rbfA			Ribosome-binding factor A
EHGHJBNO_01779	CDS	2823	infB			Translation initiation factor IF-2
EHGHJBNO_01780	CDS	309	rplGA		COG1358	putative ribosomal protein YlxQ
EHGHJBNO_01781	CDS	297				hypothetical protein
EHGHJBNO_01782	CDS	1143	nusA		COG0195	Transcription termination/antitermination protein NusA
EHGHJBNO_01783	CDS	471	rimP		COG0779	Ribosome maturation factor RimP
EHGHJBNO_01784	CDS	639	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
EHGHJBNO_01785	CDS	795				hypothetical protein
EHGHJBNO_01786	CDS	1041				hypothetical protein
EHGHJBNO_01787	CDS	735	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
EHGHJBNO_01788	CDS	414	hit		COG0537	Protein hit
EHGHJBNO_01789	CDS	303				hypothetical protein
EHGHJBNO_01790	CDS	1194	brpA		COG1316	Biofilm regulatory protein A
EHGHJBNO_01791	CDS	528	mshD_2	2.3.1.189		Mycothiol acetyltransferase
EHGHJBNO_01792	CDS	477	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
EHGHJBNO_01793	CDS	1665				putative protein
EHGHJBNO_01794	CDS	366				putative protein
EHGHJBNO_01795	CDS	903				hypothetical protein
EHGHJBNO_01796	CDS	957	gsiC		COG0601	Glutathione transport system permease protein GsiC
EHGHJBNO_01797	CDS	942	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF
EHGHJBNO_01798	CDS	999	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
EHGHJBNO_01799	CDS	1788				hypothetical protein
EHGHJBNO_01800	CDS	1242	dacA_2	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
EHGHJBNO_01801	CDS	1416				hypothetical protein
EHGHJBNO_01802	CDS	441	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
EHGHJBNO_01803	CDS	1224	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
EHGHJBNO_01804	CDS	1263				hypothetical protein
